ID;MODELO;FORNECEDOR;ARM_DE_RECEBIMENTO;CODIGO;NIVEL;TRIAGEM_ESPECIAL;CONSUMO;ESTACAO;LADO;GRUPO_DE_ENVIO;CLASSIF;SUB_GRUPO_1;SUB_GRUPO_2;QUANT_MINIMA;QUANT_MAXIMA;QTD_ENVIO;LISTA_TRIAGEM;ETIQ_DESOVA;MODULO_FLOW_RACK;MODELO_CONCATENADO;QTY_KLT;FORNECEDOR_NAC;OBSERVACAO;ENTRADA;ALTERACAO;DESCRICAO;RECEITA;CLASSIF_1;PORTA;PTL;CODIGO_UNICO;USUARIO;QA_REPARO;SEQ_PBS;QTD_CASE;MODULO
1;AZERA;180 NAC;180 NAC;B05059C1008;999;;1;FAI;;SACI MIUDEZA;COMUM;999;F01C01N01;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;PADRÃO MINAS;;8082022;18092025;MASCARA DA ETIQUETA DE SEGURANCA;;;;;11;12864;;;;
2;AZERA;180 NAC;180 NAC;B05059G8000;;;1;PDI;;SACI MIUDEZA;COMUM;;F01C01N01;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;PADRÃO MINAS;;8082022;9112022;ETIQUETA DE SEGURANCA AZERA;;;;;21;12864;;;;
3;HD;CKD;RGLOG;1129308253;;;20;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;9112022;PARAFUSO E ARRUELA M8X25;;;;;320;12864;;;;
4;HD;CKD;RGLOG;791305H000;;;2;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;9112022;PARAFUSO FLANGEADO;;;;;42;12864;;;;
5;HD;CKD;RGLOG;791405H000;;;4;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;9112022;PARAFUSO FLANGEADO;;;;;54;12864;;;;
6;HD;CKD;RGLOG;7153345000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE DE FIXACAO LATERAL DA CABINE;;;;;61;12864;;;;
7;HD;CKD;RGLOG;641005K006;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;ASSOALHO DO PAINEL COMPLETO;;;;;71;12864;;;;
8;HD;CKD;RGLOG;641605H002;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PAINEL SOLEIRA TRAS LE;;;;;81;12864;;;;
9;HD;CKD;RGLOG;641705H002;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PAINEL SOLEIRA TRAS LD;;;;;91;12864;;;;
10;HD;CKD;RGLOG;641715K002;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;16052023;PROTECAO FRONTAL PAINEL LE;;;;;101;12864;;;;
11;HD;CKD;RGLOG;641725K001;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PROTECAO FRONTAL PAINEL LD;;;;;111;12864;;;;
12;HD;CKD;RGLOG;641735H001;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PROTECAO TRASEIRA PAINEL LE;;;;;121;12864;;;;
13;HD;CKD;RGLOG;641745H001;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PROTECAO TRASEIRA PAINEL LD;;;;;131;12864;;;;
14;HD;CKD;RGLOG;645105K000Y;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;TRAVESSA ASSOALHO FRONTAL;;;;;141;12864;;;;
15;HD;CKD;RGLOG;645305H008;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;ARMACAO INFERIOR DO ASSOALHO LE;;;;;151;12864;;;;
16;HD;CKD;RGLOG;645405H007;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;ARMACAO INFERIOR DO ASSOALHO LD;;;;;161;12864;;;;
17;HD;CKD;RGLOG;646105K000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;TRAVESSA DO ASSOALHO;;;;;171;12864;;;;
18;HD;CKD;RGLOG;711005K002;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;FRONTAL CABINE COMPLETA;;;;;181;12864;;;;
19;HD;CKD;RGLOG;712355K000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;CONJUNTO REFORCO MONTAGEM PORTA LE;;;;;191;12864;;;;
20;HD;CKD;RGLOG;712455K000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;CONJUNTO REFORCO MONTAGEM PORTA LD;;;;;201;12864;;;;
21;HD;CKD;RGLOG;712505H002;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;REFORCO DOBRADICA DA PORTA MONTAGEM SUPE;;;;;211;12864;;;;
22;HD;CKD;RGLOG;712525H001;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE DA PORTA;;;;;221;12864;;;;
23;HD;CKD;RGLOG;712605H002;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE DA PORTA;;;;;231;12864;;;;
24;HD;CKD;RGLOG;712625H001;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE DA PORTA;;;;;241;12864;;;;
25;HD;CKD;RGLOG;712705H005;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;COLUNA FRONTAL DA CABINE LE;;;;;251;12864;;;;
26;HD;CKD;RGLOG;712805K000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;COLUNA FRONTAL DA CABINE LD;;;;;261;12864;;;;
27;HD;CKD;RGLOG;712955H000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;ANTI RUIDO FRONTAL;;;;;271;12864;;;;
28;HD;CKD;RGLOG;713505H003;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;GRADE FRONTAL DO TETO;;;;;281;12864;;;;
29;HD;CKD;RGLOG;715715H001;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE FRONTAL DA PORTA;;;;;291;12864;;;;
30;HD;CKD;RGLOG;715755H001;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE FRONTAL DA PORTA;;;;;301;12864;;;;
31;HD;CKD;RGLOG;721115H003;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PAINEL LATERAL EXTERNO LE;;;;;311;12864;;;;
32;HD;CKD;RGLOG;721215H003;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PAINEL LATERAL EXTERNO LD;;;;;321;12864;;;;
33;HD;CKD;RGLOG;721305H000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE;;;;;331;12864;;;;
34;HD;CKD;RGLOG;721405H000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE;;;;;341;12864;;;;
35;HD;CKD;RGLOG;721825K000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PLACA DO DEGRAU LE;;;;;351;12864;;;;
36;HD;CKD;RGLOG;721925K000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PLACA DO DEGRAU LD;;;;;361;12864;;;;
37;HD;CKD;RGLOG;721955H000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;ANTIRUIDO;;;;;371;12864;;;;
38;HD;CKD;RGLOG;722125H000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;GRADE LATERAL DO TETO;;;;;381;12864;;;;
39;HD;CKD;RGLOG;722225H000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;GRADE LATERAL DO TETO;;;;;391;12864;;;;
40;HD;CKD;RGLOG;722505H002;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PAINEL LATERAL LE;;;;;401;12864;;;;
41;HD;CKD;RGLOG;722605H001;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PAINEL LATERAL LD;;;;;411;12864;;;;
42;HD;CKD;RGLOG;723705H000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE;;;;;421;12864;;;;
43;HD;CKD;RGLOG;723805H000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE FRONTAL;;;;;431;12864;;;;
44;HD;CKD;RGLOG;734005K001;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;TRASEIRA COMPLETA HD78;;;;;441;12864;;;;
45;HD;CKD;RGLOG;741115H900;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PAINEL DO TETO;;;;;451;12864;;;;
46;HD;CKD;RGLOG;741215H000;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE FRONTAL DO TETO;;;;;461;12864;;;;
47;HD;CKD;RGLOG;741516A802;;;2;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE DA LAMPADA INDICADORA;;;;;472;12864;;;;
48;HD;CKD;RGLOG;750015H501;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PAINEL E DOBRADICA DA PORTA LE;;;;;481;12864;;;;
49;HD;CKD;RGLOG;750025H501;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PAINEL E DOBRADICA DA PORTA LD;;;;;491;12864;;;;
50;HD;CKD;RGLOG;B643721F001;;;1;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;PARAFUSO SOLDAVEL SWB 130.0   M6X16;;;;;501;12864;;;;
51;HD;CKD;RGLOG;WIR0000002;;;0,22;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;ARAME DE SOLDA 09MM PRODUCAO BODY SHOP;;;;;510,22;12864;;;;
52;HD;CKD;RGLOG;WIR0000005;;;0,32;BODY SHOP;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;ARAME DE SOLDA 1 0MM   AWS A 5.7;;;;;520,32;12864;;;;
53;HD;CKD;TENDA;628315H001;;;1;REBITAGEM;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;09-(040)_BODY SHOP;09-(040)_BODY SHOP;;;;;;8082022;9112022;SUPORTE DO PNEU DE ESTEPE;;;;;531;12864;;;;
54;HD;CKD;TENDA;430005K850;;;1;SUB MOTOR;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;TRANSMISSAO COMPLETA;;;;;541;12864;;;;
55;HD;CKD;TENDA;643005K062;;;1;C05;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;SUPORTE TRAS CABINE;;;;;551;12864;;;;
56;HD;CKD;TENDA;815115H510;;;1;T05;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;VIDRO PORTA LE HD78;;;;;561;12864;;;;
57;HD;CKD;TENDA;815215H510;;;1;T05;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;VIDRO PORTA LD HD78;;;;;571;12864;;;;
58;HD;CKD;TENDA;831105K061;;;1;T06;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;CARPETE ASSOALHO;;;;;581;12864;;;;
59;HD;CKD;TENDA;847005K500;;;1;SUB PAINEL;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;PAINEL INTERNO;;;;;591;12864;;;;
60;HD;CKD;TENDA;861115H010;;;1;SUB VIDROS;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;VIDRO PARA-BRISA HD78;;;;;601;12864;;;;
61;HD;CKD;TENDA;8650056050;;;1;F07;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;PARACHOQUE DIANTEIRO;;;;;611;12864;;;;
62;HD;CKD;TENDA;871115H500;;;1;SUB VIDROS;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;VIDRO VIGIA TRAS HD78;;;;;621;12864;;;;
63;HD;CKD;TENDA;921015K300;;;1;F07;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;FAROL LE;;;;;631;12864;;;;
64;HD;CKD;TENDA;921025K300;;;1;F07;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;FAROL LD;;;;;641;12864;;;;
65;HD;CKD;TENDA;B010625K100;;;0,86;F04;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;GRAXA P/ LUBIRIFCACAO CHASSI HD80;;;;;650,86;12864;;;;
66;HD;CKD;TENDA;B010625K100;;;0,43;C03;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;GRAXA P/ LUBIRIFCACAO CHASSI HD80;;;;;660,43;12864;;;;
67;HD;CKD;TENDA;WD3L;;;1;REBITAGEM;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;LONGARINA CHASSIS HD78 LE;;;;;671;12864;;;;
68;HD;CKD;TENDA;WD3R;;;1;REBITAGEM;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;LONGARINA CHASSIS HD78 LD;;;;;681;12864;;;;
69;HD;CKD;QUI;FLU0000014;;;19,2;F04/ABASTECIMENTO;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;PETRONAS;;8082022;9112022;FLUIDO DE ARREFECIMENTO HD80 -ASTM D3306;;;;;6919,2;12864;;;;
70;HD;CKD;QUI;FLU0000022;;;1,8;F04/ABASTECIMENTO;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;PETRONAS;;8082022;9112022;FLUIDO DA DIRECAO HIDRAULICA- HD;;;;;701,8;12864;;;;
71;HD;CKD;001 NAC;B8686110000;;;2;F07;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;TRIOSPUMA;;8082022;9112022;ESPUMA DE PROTECAO PORTAS;;;;;712;12864;;;;
72;HD;CKD;TENDA;836105K030;;;1;T02;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;;;8082022;9112022;FORRO DO TETO;;;;;721;12864;;;;
73;HD;NAC;PORTA PALET;B312605K000;;;2;C03;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;AMALCABURIO;;8082022;9112022;CINTA TANQUE DE COMBUSTIVEL;;;;;732;12864;;;;
74;HD;NAC;001 NAC;B201005K100;;;1;SUB MOTOR;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;CNH (FPT);;8082022;9112022;MOTOR F1C EURO V;;;;;741;12864;;;;
75;HD;NAC;001 NAC;B250255K010;;;1;SUB RADIADOR;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;MODINE;;8082022;9112022;CONJUNTO RADIADOR;;;;;751;12864;;;;
76;HD;NAC;001 NAC;B252505K300;;;1;C05;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;UNIPAC;;8082022;9112022;RESERVATORIO DE EXPANSAO;;;;;761;12864;;;;
77;HD;NAC;001 NAC;B285905K174;;;1;C02;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;CARTEC;;8082022;9112022;TUBO DE PRESSAO DOC;;;;;771;12864;;;;
78;HD;NAC;001 NAC;B289105K000;;;1;C05;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;MAGNETI MARELLI;;8082022;9112022;PRE CATALISADOR;;;;;781;12864;;;;
79;HD;NAC;001 NAC;B289115K000;;;1;C05;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;MAGNETI MARELLI;;8082022;9112022;TUBO FLEXIVEL;;;;;791;12864;;;;
80;HD;NAC;001 NAC;B289125K000;;;1;C02;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;MAGNETI MARELLI;;8082022;9112022;CONVERSOR CATALITICO DOC+DPF;;;;;801;12864;;;;
81;HD;NAC;001 NAC;B289135k000;;;1;C02;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;MAGNETI MARELLI;;8082022;9112022;ESCAPAMENTO TRASEIRO HD78;;;;;811;12864;;;;
82;HD;NAC;001 NAC;B311005L150;;;1;C04;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;UNIPAC;;8082022;9112022;TANQUE DE COMBUSTIVEL HD78 150L;;;;;821;12864;;;;
83;HD;NAC;001 NAC;B312105K001;;;2;C03;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;AMALCABURIO;;8082022;9112022;SUPORTE TANQUE COMBUSTIVEL;;;;;832;12864;;;;
84;HD;NAC;001 NAC;B317455K110;;;1;C03;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;CARTEC;;8082022;9112022;TUBO DE COMBUSTIVEL TANQUE P/ PRE-FILTRO;;;;;841;12864;;;;
85;HD;NAC;001 NAC;B317465K010;;;1;C03;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;CARTEC;;8082022;9112022;TUBO DE COMBUSTIVEL MOTOR PARA TANQUE;;;;;851;12864;;;;
86;HD;NAC;001 NAC;B371105A101;;;1;C04;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;JCI;;8082022;9112022;BATERIA 12 V 100AH HD80;;;;;861;12864;;;;
87;HD;NAC;001 NAC;B491005K400;;;1;C05;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;DANA;;8082022;9112022;CARDAN MONOTROM;;;;;871;12864;;;;
88;HD;NAC;001 NAC;B510045K010;;;1;C02;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;DANA;;8082022;9112022;CONJUNTO EIXO DIANT. MONTADO;;;;;881;12864;;;;
89;HD;NAC;001 NAC;B510045K021;;;1;C02;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;DANA;;8082022;9112022;CONJUNTO EIXO TRAS. MONTADO;;;;;891;12864;;;;
90;HD;NAC;001 NAC;B540505K000;;;2;C02;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;RASSINI;;8082022;9112022;FEIXE DE MOLA DIANTEIRO;;;;;902;12864;;;;
91;HD;NAC;001 NAC;B540505K010;;;2;C02;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;RASSINI;;8082022;9112022;FEIXE DE MOLA TRAS. 2 ESTAGIOS;;;;;912;12864;;;;
92;HD;NAC;001 NAC;B585305K200;;;1;C01;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;AMALCABURIO;;8082022;9112022;RESERVATORIO DE AR DE 20 LITROS HD78;;;;;921;12864;;;;
93;HD;NAC;001 NAC;B587345K393;;;1;C03;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;0;0;0;14-(180)_ENVIO DIRETO;14-(180)_ENVIO DIRETO;;;;RIGITEC ;;8082022;9112022;TUBO DE POLIAMIDA PARA FREIO L =393MM;;;;;931;12864;;;;
